id,text,value
34018,Autignac - 34480,autignac
34019,Avène - 34260,avene
34020,Azillanet - 34210,azillanet
35001,Acigné - 35690,acigne
35002,Amanlis - 35150,amanlis
35003,Andouillé-Neuville - 35250,andouille-neuville
35004,Antrain - 35560,antrain
35005,Arbrissel - 35130,arbrissel
35006,Argentré-du-Plessis - 35370,argentre-du-plessis
35007,Aubigné - 35250,aubigne
35008,Availles-sur-Seiche - 35130,availles-sur-seiche
35009,Baguer-Morvan - 35120,baguer-morvan
35010,Baguer-Pican - 35120,baguer-pican
35011,Baillé - 35460,baille
35012,Bain-de-Bretagne - 35470,bain-de-bretagne
35013,Bains-sur-Oust - 35600,bains-sur-oust
35014,Bais - 35680,bais
35015,Balazé - 35500,balaze
35016,Baulon - 35580,baulon
35017,La Baussaine - 35190,la-baussaine
35018,La Bazouge-du-Désert - 35420,la-bazouge-du-desert
35019,Bazouges-la-Pérouse - 35560,bazouges-la-perouse
35021,Beaucé - 35133,beauce
36001,Aigurande - 36140,aigurande
36002,Aize - 36150,aize
36003,Ambrault - 36120,ambrault
36004,Anjouin - 36210,anjouin
36005,Ardentes - 36120,ardentes
36006,Argenton-sur-Creuse - 36200,argenton-sur-creuse
36007,Argy - 36500,argy
36008,Arpheuilles - 36700,arpheuilles-2
36009,Arthon - 36330,arthon
36010,Azay-le-Ferron - 36290,azay-le-ferron
36011,Bagneux - 36210,bagneux-3
36012,Baraize - 36270,baraize
36013,Baudres - 36110,baudres
36014,Bazaiges - 36270,bazaiges
36015,Beaulieu - 36310,beaulieu-7
36016,Bélâbre - 36370,belabre
36017,La Berthenoux - 36400,la-berthenoux
36018,Le Blanc - 36300,le-blanc
36019,Bommiers - 36120,bommiers
36020,Bonneuil - 36310,bonneuil-2
37001,Abilly - 37160,abilly
37002,Ambillou - 37340,ambillou
37003,Amboise - 37400,amboise
37004,Anché - 37500,anche
37005,Antogny-le-Tillac - 37800,antogny-le-tillac
37006,Artannes-sur-Indre - 37260,artannes-sur-indre
37007,Assay - 37120,assay
37008,Athée-sur-Cher - 37270,athee-sur-cher
37009,Autrèche - 37110,autreche
37010,Auzouer-en-Touraine - 37110,auzouer-en-touraine
37011,Avoine - 37420,avoine
37012,Avon-les-Roches - 37220,avon-les-roches
37013,Avrillé-les-Ponceaux - 37340,avrille-les-ponceaux
37014,Azay-le-Rideau - 37190,azay-le-rideau
37015,Azay-sur-Cher - 37270,azay-sur-cher
37016,Azay-sur-Indre - 37310,azay-sur-indre
37018,Ballan-Miré - 37510,ballan-mire
37019,Barrou - 37350,barrou
37020,Beaulieu-lès-Loches - 37600,beaulieu-les-loches
37021,Beaumont-Louestault - 37360,beaumont-la-ronce
38001,Les Abrets en Dauphiné - 38490,les-abrets
38002,Les Adrets - 38190,les-adrets
38003,Agnin - 38150,agnin
38004,L'Albenc - 38470,l-albenc
38005,Allemond - 38114,allemond
38006,Allevard - 38580,allevard
38008,Ambel - 38970,ambel
38009,Anjou - 38150,anjou
38010,Annoisin-Chatelans - 38460,annoisin-chatelans
38011,Anthon - 38280,anthon
38012,Aoste - 38490,aoste
38013,Apprieu - 38140,apprieu
38015,Artas - 38440,artas
38016,Arzay - 38260,arzay
38017,Assieu - 38150,assieu
38018,Auberives-en-Royans - 38680,auberives-en-royans
38019,Auberives-sur-Varèze - 38550,auberives-sur-vareze
38020,Auris - 38142,auris
38022,Les Avenières Veyrins-Thuellin - 38630,les-avenieres
38023,Avignonet - 38650,avignonet
39001,Abergement-la-Ronce - 39500,abergement-la-ronce
39002,Abergement-le-Grand - 39600,abergement-le-grand
39003,Abergement-le-Petit - 39800,abergement-le-petit
39004,Abergement-lès-Thésy - 39110,abergement-les-thesy
39006,Aiglepierre - 39110,aiglepierre
39007,Alièze - 39270,alieze
39008,Amange - 39700,amange
39009,Andelot-en-Montagne - 39110,andelot-en-montagne
39010,Andelot-Morval - 39320,andelot-morval
39011,Annoire - 39120,annoire
39013,Arbois - 39600,arbois
39014,Archelange - 39290,archelange
39015,Ardon - 39300,ardon
39016,Arinthod - 39240,arinthod
39017,Arlay - 39140,arlay
39018,Aromas - 39240,aromas
39019,Les Arsures - 39600,les-arsures
39020,Arsure-Arsurette - 39250,arsure-arsurette
39021,La Chailleuse - 39270,arthenas
40001,Aire-sur-l'Adour - 40800,aire-sur-l-adour
40002,Amou - 40330,amou
40003,Angoumé - 40990,angoume
40004,Angresse - 40150,angresse
40005,Arboucave - 40320,arboucave
40006,Arengosse - 40110,arengosse
40007,Argelos - 40700,argelos
40008,Argelouse - 40430,argelouse
40009,Arjuzanx - 40110,arjuzanx
40011,Arsague - 40330,arsague
40012,Artassenx - 40090,artassenx
40013,Arthez-d'Armagnac - 40190,arthez-d-armagnac
40014,Arue - 40120,arue
40015,Arx - 40310,arx
40016,Aubagnan - 40700,aubagnan
40017,Audignon - 40500,audignon
40018,Audon - 40400,audon
40019,Aureilhan - 40200,aureilhan
40020,Aurice - 40500,aurice
40021,Azur - 40140,azur
41001,Ambloy - 41310,ambloy
41002,Angé - 41400,ange
41003,Areines - 41100,areines
41004,Artins - 41800,artins
41006,Autainville - 41240,autainville
41007,Authon - 41310,authon-2
41008,Avaray - 41500,avaray
41009,Averdon - 41330,averdon
41010,Azé - 41100,aze
41012,Baillou - 41170,baillou
41013,Bauzy - 41250,bauzy
41014,Beauchêne - 41170,beauchene
41016,Billy - 41130,billy-3
41017,Binas - 41240,binas
41018,Blois - 41000,blois
41019,Boisseau - 41290,boisseau
41020,Bonneveau - 41800,bonneveau
41022,Bouffry - 41270,bouffry
41024,Boursay - 41270,boursay
41025,Bracieux - 41250,bracieux
03250,Saint-Pierre-Laval - 42620,saint-pierre-laval
42001,Aboën - 42380,aboen
42002,Ailleux - 42130,ailleux
42003,Ambierle - 42820,ambierle
42004,Amions - 42260,amions
42005,Andrézieux-Bouthéon - 42160,andrezieux-boutheon
42006,Apinac - 42550,apinac
42007,Arcinges - 42460,arcinges
42008,Arcon - 42370,arcon-2
42009,Arthun - 42130,arthun
42010,Aveizieux - 42330,aveizieux
42011,Balbigny - 42510,balbigny
42012,Bard - 42600,bard
42013,Bellegarde-en-Forez - 42210,bellegarde-en-forez
42014,Belleroche - 42670,belleroche
42015,Belmont-de-la-Loire - 42670,belmont-de-la-loire
42016,La Bénisson-Dieu - 42720,la-benisson-dieu
42017,Le Bessat - 42660,le-bessat
42018,Bessey - 42520,bessey
42019,Boën-sur-Lignon - 42130,boen
15105,Leyvaux - 43450,leyvaux
43001,Agnat - 43100,agnat
43002,Aiguilhe - 43000,aiguilhe
43003,Allègre - 43270,allegre
43004,Alleyrac - 43150,alleyrac
43005,Alleyras - 43580,alleyras
43006,Ally - 43380,ally-2
43007,Araules - 43200,araules
43008,Arlempdes - 43490,arlempdes
43009,Arlet - 43380,arlet
43010,Arsac-en-Velay - 43700,arsac-en-velay
43011,Aubazat - 43380,aubazat
43012,Aurec-sur-Loire - 43110,aurec-sur-loire
43013,Vissac-Auteyrac - 43300,vissac-auteyrac
43014,Autrac - 43450,autrac
43015,Auvers - 43300,auvers
43016,Auzon - 43390,auzon
43017,Azérat - 43390,azerat-2
43018,Bains - 43370,bains
43019,Barges - 43340,barges-2
44001,Abbaretz - 44170,abbaretz
44002,Aigrefeuille-sur-Maine - 44140,aigrefeuille-sur-maine
44003,Ancenis - 44150,ancenis
44005,Chaumes-en-Retz - 44320,arthon-en-retz
44006,Assérac - 44410,asserac
44007,Avessac - 44460,avessac
44009,Basse-Goulaine - 44115,basse-goulaine
44010,Batz-sur-Mer - 44740,batz-sur-mer
44012,La Bernerie-en-Retz - 44760,la-bernerie-en-retz
44013,Besné - 44160,besne
44014,Le Bignon - 44140,le-bignon
44015,Blain - 44130,blain
44016,La Boissière-du-Doré - 44430,la-boissiere-du-dore
44018,Bouaye - 44830,bouaye
44019,Bouée - 44260,bouee
44020,Bouguenais - 44340,bouguenais
44021,Villeneuve-en-Retz - 44580,bourgneuf-en-retz
44022,Boussay - 44190,boussay-2
44023,Bouvron - 44130,bouvron
45001,Adon - 45230,adon
45002,Aillant-sur-Milleron - 45230,aillant-sur-milleron
45004,Amilly - 45200,amilly-2
45005,Andonville - 45480,andonville
45006,Ardon - 45160,ardon-2
45008,Artenay - 45410,artenay
45009,Aschères-le-Marché - 45170,ascheres-le-marche
45010,Ascoux - 45300,ascoux
45011,Attray - 45170,attray
45012,Audeville - 45300,audeville
45013,Augerville-la-Rivière - 45330,augerville-la-riviere
45014,Aulnay-la-Rivière - 45390,aulnay-la-riviere
45015,Autruy-sur-Juine - 45480,autruy-sur-juine
45016,Autry-le-Châtel - 45500,autry-le-chatel
45017,Auvilliers-en-Gâtinais - 45270,auvilliers-en-gatinais
45018,Auxy - 45340,auxy
45019,Baccon - 45130,baccon
45020,Le Bardon - 45130,le-bardon
45021,Barville-en-Gâtinais - 45340,barville-en-gatinais
45022,Batilly-en-Gâtinais - 45340,batilly-en-gatinais
46001,Albas - 46140,albas-2
46002,Albiac - 46500,albiac-2
46003,Alvignac - 46500,alvignac
46004,Anglars - 46120,anglars
46005,Anglars-Juillac - 46140,anglars-juillac
46006,Anglars-Nozac - 46300,anglars-nozac
46007,Arcambal - 46090,arcambal
46008,Les Arques - 46250,les-arques
46009,Assier - 46320,assier
46010,Aujols - 46090,aujols
46011,Autoire - 46400,autoire
46012,Aynac - 46120,aynac
46013,Bach - 46230,bach
46014,Bagat-en-Quercy - 46800,bagat-en-quercy
46015,Bagnac-sur-Célé - 46270,bagnac-sur-cele
46016,Baladou - 46600,baladou
46017,Bannes - 46400,bannes
46018,Le Bastit - 46500,le-bastit
46020,Beauregard - 46260,beauregard-2
46021,Béduer - 46100,beduer
47001,Agen - 47000,agen
47002,Agmé - 47350,agme
47003,Agnac - 47800,agnac
47004,Aiguillon - 47190,aiguillon
47005,Allemans-du-Dropt - 47800,allemans-du-dropt
47006,Allez-et-Cazeneuve - 47110,allez-et-cazeneuve
47007,Allons - 47420,allons-2
47008,Ambrus - 47160,ambrus
47009,Andiran - 47170,andiran
47010,Antagnac - 47700,antagnac
47011,Anthé - 47370,anthe
47012,Anzex - 47700,anzex
47013,Argenton - 47250,argenton
47014,Armillac - 47800,armillac
47015,Astaffort - 47220,astaffort
47016,Aubiac - 47310,aubiac-2
47017,Auradou - 47140,auradou
47018,Auriac-sur-Dropt - 47120,auriac-sur-dropt
47019,Bajamont - 47480,bajamont
47020,Baleyssagues - 47120,baleyssagues
07136,Laveyrune - 48250,laveyrune
48001,Albaret-le-Comtal - 48310,albaret-le-comtal
48002,Albaret-Sainte-Marie - 48200,albaret-sainte-marie
48003,Allenc - 48190,allenc
48004,Altier - 48800,altier
48005,Antrenas - 48100,antrenas
48007,Arzenc-d'Apcher - 48310,arzenc-d-apcher
48008,Arzenc-de-Randon - 48170,arzenc-de-randon
48009,Peyre en Aubrac - 48130,aumont-aubrac
48010,Auroux - 48600,auroux
48012,Les Monts-Verts - 48200,les-monts-verts
48013,Badaroux - 48000,badaroux
48015,Pied-de-Borne - 48800,pied-de-borne
48016,Balsièges - 48000,balsieges
48017,Banassac-Canilhac - 48500,banassac
48018,Barjac - 48000,barjac-3
48019,Barre-des-Cévennes - 48400,barre-des-cevennes
48020,Bassurels - 48400,bassurels
48021,La Bastide-Puylaurent - 48250,la-bastide-puylaurent
48025,Les Bessons - 48200,les-bessons
49002,Allonnes - 49650,allonnes-2
49003,Tuffalun - 49700,ambillou-chateau
49007,Angers - 49000,angers
49008,Angrie - 49440,angrie
49009,Antoigné - 49260,antoigne
49010,Armaillé - 49420,armaille
49011,Artannes-sur-Thouet - 49260,artannes-sur-thouet
49012,Aubigné-sur-Layon - 49540,aubigne-sur-layon
49015,Avrillé - 49240,avrille
49017,Baracé - 49430,barace
49018,Baugé-en-Anjou - 49150,bauge
49020,Beaucouzé - 49070,beaucouze
49021,Beaufort-en-Anjou - 49250,beaufort-en-vallee
49022,Beaulieu-sur-Layon - 49750,beaulieu-sur-layon
49023,Beaupréau-en-Mauges - 49110,beaupreau
49026,Bécon-les-Granits - 49370,becon-les-granits
50002,Agneaux - 50180,agneaux
50003,Agon-Coutainville - 50230,agon-coutainville
50004,Airel - 50680,airel
50006,Amigny - 50620,amigny
50007,Ancteville - 50200,ancteville
50008,Anctoville-sur-Boscq - 50400,anctoville-sur-boscq
50013,Anneville-en-Saire - 50760,anneville-en-saire
50014,Anneville-sur-Mer - 50560,anneville-sur-mer
50015,Annoville - 50660,annoville
50016,Appeville - 50500,appeville
50019,Aucey-la-Plaine - 50170,aucey-la-plaine
50021,Audouville-la-Hubert - 50480,audouville-la-hubert
50022,Aumeville-Lestre - 50630,aumeville-lestre
50023,Auvers - 50500,auvers-2
50024,Auxais - 50500,auxais
50025,Avranches - 50300,avranches
50026,Azeville - 50310,azeville
50027,Bacilly - 50530,bacilly
50028,La Baleine - 50450,la-baleine
50029,Barenton - 50720,barenton
51001,Ablancourt - 51240,ablancourt
51002,Saint-Martin-d'Ablois - 51530,saint-martin-dablois
51003,Aigny - 51150,aigny
51004,Allemanche-Launay-et-Soyer - 51260,allemanche-launay-et-soyer
51005,Allemant - 51120,allemant-2
51006,Alliancelles - 51250,alliancelles
51007,Ambonnay - 51150,ambonnay
51008,Ambrières - 51290,ambrieres
51009,Anglure - 51260,anglure
51010,Angluzelles-et-Courcelles - 51230,angluzelles-et-courcelles
51012,Anthenay - 51700,anthenay
51013,Aougny - 51170,aougny
51014,Arcis-le-Ponsart - 51170,arcis-le-ponsart
51015,Argers - 51800,argers
51016,Arrigny - 51290,arrigny
51017,Arzillières-Neuville - 51290,arzillieres-neuville
51018,Athis - 51150,athis
51019,Aubérive - 51600,auberive
51020,Aubilly - 51170,aubilly
51022,Aulnay-l'Aître - 51240,aulnay-l-aitre
51478,Saint-Eulien - 52100,saint-eulien
51522,Sapignicourt - 52100,sapignicourt
52001,Ageville - 52340,ageville
52002,Aigremont - 52400,aigremont-2
52003,Aillianville - 52700,aillianville
52004,Aingoulaincourt - 52230,aingoulaincourt
52005,Aizanville - 52120,aizanville
52006,Allichamps - 52130,allichamps
52007,Ambonville - 52110,ambonville
52008,Andelot-Blancheville - 52700,andelot-blancheville
52009,Andilly-en-Bassigny - 52360,andilly-en-bassigny
52011,Annéville-la-Prairie - 52310,anneville-la-prairie
52012,Annonville - 52230,annonville
52013,Anrosey - 52500,anrosey
52014,Aprey - 52250,aprey
52015,Arbigny-sous-Varennes - 52500,arbigny-sous-varennes
52016,Arbot - 52160,arbot
52017,Arc-en-Barrois - 52210,arc-en-barrois
52019,Arnancourt - 52110,arnancourt
52021,Attancourt - 52130,attancourt
53001,Ahuillé - 53940,ahuille
53002,Alexain - 53240,alexain
53003,Ambrières-les-Vallées - 53300,ambrieres-les-vallees
53005,Andouillé - 53240,andouille
53006,Argenton-Notre-Dame - 53290,argenton-notre-dame
53007,Argentré - 53210,argentre
53008,Aron - 53440,aron
53009,Arquenay - 53170,arquenay
53010,Assé-le-Bérenger - 53600,asse-le-berenger
53011,Astillé - 53230,astille
53012,Athée - 53400,athee-2
53013,Averton - 53700,averton
53014,Azé - 53200,aze-2
53015,La Baconnière - 53240,la-baconniere
53016,Bais - 53160,bais-2
53017,Val-du-Maine - 53340,ballee
53018,Ballots - 53350,ballots
53019,Bannes - 53340,bannes-4
53021,La Bazoge-Montpinçon - 53440,la-bazoge-montpincon
53022,La Bazouge-de-Chemeré - 53170,la-bazouge-de-chemere
54001,Abaucourt - 54610,abaucourt
54002,Abbéville-lès-Conflans - 54800,abbeville-les-conflans
54003,Aboncourt - 54115,aboncourt
54004,Affléville - 54800,affleville
54005,Affracourt - 54740,affracourt
54006,Agincourt - 54770,agincourt
54007,Aingeray - 54460,aingeray
54008,Allain - 54170,allain
54009,Allamont - 54800,allamont
54010,Allamps - 54112,allamps
54011,Allondrelle-la-Malmaison - 54260,allondrelle-la-malmaison
54012,Amance - 54770,amance-2
54013,Amenoncourt - 54450,amenoncourt
54014,Ancerviller - 54450,ancerviller
54015,Anderny - 54560,anderny
54016,Andilly - 54200,andilly-2
54017,Angomont - 54540,angomont
54018,Anoux - 54150,anoux
54019,Ansauville - 54470,ansauville
54020,Anthelupt - 54110,anthelupt
55001,Abainville - 55130,abainville
55002,Abaucourt-Hautecourt - 55400,abaucourt-hautecourt
55004,Aincreville - 55110,aincreville
55005,Amanty - 55130,amanty
55007,Ambly-sur-Meuse - 55300,ambly-sur-meuse
55008,Amel-sur-l'Étang - 55230,amel-sur-l-etang
55009,Ancemont - 55320,ancemont
55010,Ancerville - 55170,ancerville
55011,Andernay - 55800,andernay
55012,Apremont-la-Forêt - 55300,apremont-la-foret
55013,Arrancy-sur-Crusne - 55230,arrancy-sur-crusne
55014,Aubréville - 55120,aubreville
55015,Aulnois-en-Perthois - 55170,aulnois-en-perthois
55017,Autrécourt-sur-Aire - 55120,autrecourt-sur-aire
55018,Autréville-Saint-Lambert - 55700,autreville-saint-lambert
55021,Avillers-Sainte-Croix - 55210,avillers-sainte-croix
55022,Avioth - 55600,avioth
55023,Avocourt - 55270,avocourt
55024,Azannes-et-Soumazannes - 55150,azannes-et-soumazannes
55025,Baâlon - 55700,baalon
56001,Allaire - 56350,allaire
56002,Ambon - 56190,ambon
56003,Arradon - 56610,arradon
56004,Arzal - 56190,arzal
56005,Arzon - 56640,arzon
56006,Augan - 56800,augan
56007,Auray - 56400,auray
56008,Baden - 56870,baden
56009,Bangor - 56360,bangor
56010,Baud - 56150,baud
56011,Béganne - 56350,beganne
56012,Beignon - 56380,beignon
56013,Belz - 56550,belz
56014,Berné - 56240,berne
56015,Berric - 56230,berric
56016,Bieuzy - 56310,bieuzy
56017,Bignan - 56500,bignan
56018,Billiers - 56190,billiers
56019,Billio - 56420,billio
56020,Bohal - 56140,bohal
57001,Aboncourt - 57920,aboncourt-2
57002,Aboncourt-sur-Seille - 57590,aboncourt-sur-seille
57003,Abreschviller - 57560,abreschviller
57004,Achain - 57340,achain
57006,Achen - 57412,achen
57007,Adaincourt - 57580,adaincourt
57008,Adelange - 57380,adelange
57009,Ajoncourt - 57590,ajoncourt
57010,Alaincourt-la-Côte - 57590,alaincourt-la-cote
57011,Albestroff - 57670,albestroff
57012,Algrange - 57440,algrange
57013,Alsting - 57515,alsting
57014,Altrippe - 57660,altrippe
57015,Altviller - 57730,altviller
57016,Alzing - 57320,alzing
57017,Amanvillers - 57865,amanvillers
57018,Amelécourt - 57170,amelecourt
57019,Amnéville - 57360,amneville
57020,Ancerville - 57580,ancerville-2
57021,Ancy-Dornot - 57130,ancy-sur-moselle
58001,Achun - 58110,achun
58002,Alligny-Cosne - 58200,alligny-cosne
58003,Alligny-en-Morvan - 58230,alligny-en-morvan
58004,Alluy - 58110,alluy
58005,Amazy - 58190,amazy
58006,Anlezy - 58270,anlezy
58007,Annay - 58450,annay
58008,Anthien - 58800,anthien
58009,Arbourse - 58350,arbourse
58010,Arleuf - 58430,arleuf
58011,Armes - 58500,armes
58012,Arquian - 58310,arquian
58013,Arthel - 58700,arthel
58014,Arzembouy - 58700,arzembouy
58015,Asnan - 58420,asnan
58016,Asnois - 58190,asnois
58017,Aunay-en-Bazois - 58110,aunay-en-bazois
58018,Authiou - 58700,authiou
58019,Avrée - 58170,avree
58020,Avril-sur-Loire - 58300,avril-sur-loire
59001,Abancourt - 59268,abancourt
59002,Abscon - 59215,abscon
59003,Aibes - 59149,aibes
59004,Aix-en-Pévèle - 59310,aix-2
59005,Allennes-les-Marais - 59251,allennes-les-marais
59006,Amfroipret - 59144,amfroipret
59007,Anhiers - 59194,anhiers
59008,Aniche - 59580,aniche
59009,Villeneuve-d'Ascq - 59491,villeneuve-d-ascq
59010,Anneux - 59400,anneux
59011,Annœullin - 59112,annoeullin
59012,Anor - 59186,anor
59013,Anstaing - 59152,anstaing
59014,Anzin - 59410,anzin
59015,Arleux - 59151,arleux
59016,Armbouts-Cappel - 59380,armbouts-cappel
59017,Armentières - 59280,armentieres
59018,Arnèke - 59285,arneke
60001,Abancourt - 60220,abancourt-2
60002,Abbecourt - 60430,abbecourt-2
60003,Abbeville-Saint-Lucien - 60480,abbeville-saint-lucien
60004,Achy - 60690,achy
60005,Acy-en-Multien - 60620,acy-en-multien
60006,Les Ageux - 60700,les-ageux
60007,Agnetz - 60600,agnetz
60008,Airion - 60600,airion
60009,Allonne - 60000,allonne
60010,Amblainville - 60110,amblainville
60011,Amy - 60310,amy
60012,Andeville - 60570,andeville
60013,Angicourt - 60940,angicourt
60014,Angivillers - 60130,angivillers
60015,Angy - 60250,angy
60016,Ansacq - 60250,ansacq
60017,Ansauvillers - 60120,ansauvillers
60019,Antheuil-Portes - 60162,antheuil-portes
60020,Antilly - 60620,antilly-2
60021,Appilly - 60400,appilly
61001,Alençon - 61000,alencon
61002,Almenêches - 61570,almeneches
61005,Appenai-sous-Bellême - 61130,appenai-sous-belleme
61006,Argentan - 61200,argentan
61007,Athis-Val de Rouvre - 61100,athis-de-l-orne
61008,Aube - 61270,aube-2
61010,Aubry-le-Panthou - 61120,aubry-le-panthou
61011,Aubusson - 61100,aubusson-2
61012,Auguaise - 61270,auguaise
61013,Aunay-les-Bois - 61500,aunay-les-bois
61014,Aunou-le-Faucon - 61200,aunou-le-faucon
61015,Aunou-sur-Orne - 61500,aunou-sur-orne
61017,Les Authieux-du-Puits - 61240,les-authieux-du-puits
61018,Avernes-Saint-Gourgon - 61470,avernes-saint-gourgon
61020,Avoine - 61150,avoine-2
61021,Avrilly - 61700,avrilly-3
61023,Bailleul - 61160,bailleul-2
61024,Banvou - 61450,banvou
61026,Barville - 61170,barville-2
62001,Ablain-Saint-Nazaire - 62153,ablain-saint-nazaire
62002,Ablainzevelle - 62116,ablainzevelle
62003,Acheville - 62320,acheville
62004,Achicourt - 62217,achicourt
62005,Achiet-le-Grand - 62121,achiet-le-grand
62006,Achiet-le-Petit - 62121,achiet-le-petit
62007,Acq - 62144,acq
62008,Acquin-Westbécourt - 62380,acquin-westbecourt
62009,Adinfer - 62116,adinfer
62010,Affringues - 62380,affringues
62011,Agnez-lès-Duisans - 62161,agnez-les-duisans
62012,Agnières - 62690,agnieres
62013,Agny - 62217,agny
62014,Aire-sur-la-Lys - 62120,aire-sur-la-lys
62015,Airon-Notre-Dame - 62180,airon-notre-dame
62016,Airon-Saint-Vaast - 62180,airon-saint-vaast
62017,Aix-en-Ergny - 62650,aix-en-ergny
62018,Aix-en-Issart - 62170,aix-en-issart
62019,Aix-Noulette - 62160,aix-noulette
62020,Alembon - 62850,alembon
63001,Aigueperse - 63260,aigueperse
63002,Aix-la-Fayette - 63980,aix-la-fayette
63003,Ambert - 63600,ambert
63004,Les Ancizes-Comps - 63770,les-ancizes-comps
63005,Antoingt - 63340,antoingt
63006,Anzat-le-Luguet - 63420,anzat-le-luguet
63007,Apchat - 63420,apchat
63008,Arconsat - 63250,arconsat
63009,Ardes - 63420,ardes
63010,Arlanc - 63220,arlanc
63011,Ars-les-Favets - 63700,ars-les-favets
63012,Artonne - 63460,artonne
63013,Aubiat - 63260,aubiat
63014,Aubière - 63170,aubiere
63015,Aubusson-d'Auvergne - 63120,aubusson-d-auvergne
63016,Augerolles - 63930,augerolles
63017,Augnat - 63340,augnat
63019,Aulnat - 63510,aulnat
63020,Aurières - 63210,aurieres
63021,Authezat - 63114,authezat
64001,Aast - 64460,aast
64002,Abère - 64160,abere
64003,Abidos - 64150,abidos
64004,Abitain - 64390,abitain
64005,Abos - 64360,abos
64006,Accous - 64490,accous
64007,Agnos - 64400,agnos
64008,Ahaxe-Alciette-Bascassan - 64220,ahaxe-alciette-bascassan
64009,Ahetze - 64210,ahetze
64010,Aïcirits-Camou-Suhast - 64120,aicirits-camou-suhast
64011,Aincille - 64220,aincille
64012,Ainharp - 64130,ainharp
64013,Ainhice-Mongelos - 64220,ainhice-mongelos
64014,Ainhoa - 64250,ainhoa
64015,Alçay-Alçabéhéty-Sunharette - 64470,alcay-alcabehety-sunharette
64016,Aldudes - 64430,aldudes
64017,Alos-Sibas-Abense - 64470,alos-sibas-abense
64018,Amendeuix-Oneix - 64120,amendeuix-oneix
64019,Amorots-Succos - 64120,amorots-succos
64021,Andoins - 64420,andoins
65001,Adast - 65260,adast
65002,Adé - 65100,ade
65003,Adervielle-Pouchergues - 65240,adervielle-pouchergues
65004,Agos-Vidalos - 65400,agos-vidalos
65005,Allier - 65360,allier
65006,Ancizan - 65440,ancizan
65007,Andrest - 65390,andrest
65009,Anères - 65150,aneres
65010,Angos - 65690,angos
65011,Les Angles - 65100,les-angles-2
65012,Anla - 65370,anla
65013,Ansost - 65140,ansost
65014,Antichan - 65370,antichan
65015,Antin - 65220,antin
65016,Antist - 65200,antist
65017,Aragnouet - 65170,aragnouet
65018,Arbéost - 65560,arbeost
65019,Arcizac-Adour - 65360,arcizac-adour
65020,Arcizac-ez-Angles - 65100,arcizac-ez-angles
65021,Arcizans-Avant - 65400,arcizans-avant
66001,L'Albère - 66480,l-albere
66002,Alénya - 66200,alenya
66003,Amélie-les-Bains-Palalda - 66110,amelie-les-bains-palalda
66004,Les Angles - 66210,les-angles-3
66005,Angoustrine-Villeneuve-des-Escaldes - 66760,angoustrine-villeneuve-des-escaldes
66006,Ansignan - 66220,ansignan
66007,Arboussols - 66320,arboussols
66008,Argelès-sur-Mer - 66700,argeles-sur-mer
66009,Arles-sur-Tech - 66150,arles-sur-tech
66010,Ayguatébia-Talau - 66360,ayguatebia-talau
66011,Bages - 66670,bages-2
66012,Baho - 66540,baho
66013,Baillestavy - 66320,baillestavy
66014,Baixas - 66390,baixas
66015,Banyuls-dels-Aspres - 66300,banyuls-dels-aspres
66016,Banyuls-sur-Mer - 66650,banyuls-sur-mer
66017,Le Barcarès - 66420,le-barcares
66018,La Bastide - 66110,la-bastide
66019,Bélesta - 66720,belesta-2
66020,Bolquère - 66210,bolquere
67001,Achenheim - 67204,achenheim
67002,Adamswiller - 67320,adamswiller
67003,Albé - 67220,albe
67004,Sommerau - 67310,allenwiller
67005,Alteckendorf - 67270,alteckendorf
67006,Altenheim - 67490,altenheim
67008,Altorf - 67120,altorf
67009,Altwiller - 67260,altwiller
67010,Andlau - 67140,andlau
67011,Artolsheim - 67390,artolsheim
67012,Aschbach - 67250,aschbach
67013,Asswiller - 67320,asswiller
67014,Auenheim - 67480,auenheim
67016,Avolsheim - 67120,avolsheim
67017,Baerendorf - 67320,baerendorf
67018,Balbronn - 67310,balbronn
67019,Baldenheim - 67600,baldenheim
67020,Barembach - 67130,barembach
67021,Barr - 67140,barr
68001,Algolsheim - 68600,algolsheim
68002,Altenach - 68210,altenach
68004,Altkirch - 68130,altkirch
68005,Ammerschwihr - 68410,ammerschwihr
68006,Bernwiller - 68210,ammerzwiller
68007,Andolsheim - 68280,andolsheim
68008,Appenwihr - 68280,appenwihr
68009,Artzenheim - 68320,artzenheim
68010,Aspach - 68130,aspach-2
68011,Aspach-le-Bas - 68700,aspach-le-bas
68012,Aspach-Michelbach - 68700,aspach-le-haut
68013,Attenschwiller - 68220,attenschwiller
68014,Aubure - 68150,aubure
68015,Baldersheim - 68390,baldersheim
68016,Balgau - 68740,balgau
68017,Ballersdorf - 68210,ballersdorf
68018,Balschwiller - 68210,balschwiller
68019,Baltzenheim - 68320,baltzenheim
68020,Bantzenheim - 68490,bantzenheim
69001,Affoux - 69170,affoux
69002,Aigueperse - 69790,aigueperse-2
69003,Albigny-sur-Saône - 69250,albigny-sur-saone
69004,Alix - 69380,alix
69005,Ambérieux - 69480,amberieux
69006,Amplepuis - 69550,amplepuis
69007,Ampuis - 69420,ampuis
69008,Ancy - 69490,ancy
69009,Anse - 69480,anse
69010,L'Arbresle - 69210,l-arbresle
69012,Les Ardillats - 69430,les-ardillats
69013,Arnas - 69400,arnas
