url,marque,id_variante,nom_attr_1,val_attr_1,nom_attr_2,val_attr_2,nom_attr_3,val_attr_3,nom_attr_4,val_attr_4,nom_attr_5,val_attr_5,nom_attr_6,val_attr_6,nom_attr_7,val_attr_7,designation,reference,sku,code_article_fournisseur,descritptif,prix_reference,prix_promo_unitaire,quantite_degressif_1,prix_promo_degressif_1,quantite_degressif_2,prix_promo_degressif_2,quantite_degressif_3,prix_promo_degressif_3,quantite_degressif_4,prix_promo_degressif_4
/shop/product/product-28884?page=1264,,28884,,,,,,,,,,,,,,,TETE INTRA L62,25.10081830,,,,649.9,,,,,,,,,
/shop/product/product-28883?page=1264,,28883,,,,,,,,,,,,,,,TETE 67 RIC,25.05408340,,,,NaN,,,,,,,,,
/shop/product/product-28878?page=1264,,28878,,,,,,,,,,,,,,,MOTOR KL 701 INTRALUX,25.10018776,,,,NaN,,,,,,,,,
/shop/product/product-28877?page=1264,,28877,,,,,,,,,,,,,,,TRANSBOND XT CAPS 25 / BOX,22.712031,,,,231.7,,,,,,,,,
/shop/product/product-28876?page=1264,,28876,,,,,,,,,,,,,,,MINI LED AUTOFOCUS BATTERIE,27.F02901,,,,293.8,,,,,,,,,
/shop/product/product-28875?page=1264,,28875,,,,,,,,,,,,,,,ADAPTATEUR RISKONTROL ANTHOS FARO,27.F203901,,,,80.15,,,,,,,,,
/shop/product/product-28874?page=1264,,28874,,,,,,,,,,,,,,,QUATROCARE PLUS SPRAY,25.10053843,,,,58.5,52.74,,,,,,,,
/shop/product/product-28873?page=1264,,28873,,,,,,,,,,,,,,,INSERT PFL SATELEC F02171,27.F02171,,,,222.46,,,,,,,,,
/shop/product/product-28872?page=1264,,28872,,,,,,,,,,,,,,,PROPHYFLEX POUDRE ORANGE,25.10070014,,,,258.65,,,,,,,,,
/shop/product/product-28870?page=1264,,28870,,,,,,,,,,,,,,,SPATULE METAL,20.5400-5,,,,16.96,,,,,,,,,
/shop/product/product-19245?page=1660,,19245,,,,,,,,,,,,,,,INSTRUMENT POUR AMALGAME 1060/11,43.1060/11,,,,62.6,,,,,,,,,
/shop/product/product-19244?page=1660,,19244,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION    1059/148,43.1059/148,,,,47,,,,,,,,,
/shop/product/product-19243?page=1660,,19243,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION    1059/146,43.1059/146,,,,47,,,,,,,,,
/shop/product/product-19242?page=1660,,19242,,,,,,,,,,,,,,,SPATULE A CIMENT 1058,43.1058,,,,22.55,,,,,,,,,
/shop/product/product-19241?page=1660,,19241,,,,,,,,,,,,,,,SPATULE A CIMENT    1056,43.1056,,,,32.05,,,,,,,,,
/shop/product/product-19240?page=1660,,19240,,,,,,,,,,,,,,,1055/7,43.1055/7,,,,41.45,,,,,,,,,
/shop/product/product-19239?page=1660,,19239,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION,43.1054/95,,,,30.5,,,,,,,,,
/shop/product/product-19238?page=1660,,19238,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION    1054/53,43.1054/53,,,,28.96,,,,,,,,,
/shop/product/product-19237?page=1660,,19237,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION    1054/51,43.1054/51,,,,30.5,,,,,,,,,
/shop/product/product-19236?page=1660,,19236,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION    1059/052,43.1059/052,,,,47,,,,,,,,,
/shop/product/product-19235?page=1660,,19235,,,,,,,,,,,,,,,INSTRUMENT POUR OBTURATION    1059/042,43.1059/042,,,,47,,,,,,,,,
/shop/product/product-19234?page=1660,,19234,,,,,,,,,,,,,,,SONDE 1087/23,43.1087/23,,,,12.95,,,,,,,,,
/shop/product/product-2250?page=1072,,2250,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G CORE,05.66048200,,,,72,58.74,,,,,,,,
/shop/product/product-2249?page=1072,,2249,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G YO,05.66048199,,,,72,58.74,,,,,,,,
/shop/product/product-2248?page=1072,,2248,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G AM,05.66048197,,,,72,58.74,,,,,,,,
/shop/product/product-2247?page=1072,,2247,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G CL,05.66048196,,,,72,58.74,,,,,,,,
/shop/product/product-2246?page=1072,,2246,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G OB,05.66048195,,,,72,58.74,,,,,,,,
/shop/product/product-2245?page=1072,,2245,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G BL,05.66048193,,,,72,58.74,,,,,,,,
/shop/product/product-2244?page=1072,,2244,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G OXDC,05.66048192,,,,72,58.74,,,,,,,,
/shop/product/product-2243?page=1072,,2243,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G C3,05.66048187,,,,72,58.74,,,,,,,,
/shop/product/product-2242?page=1072,,2242,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G B3,05.66048184,,,,72,58.74,,,,,,,,
/shop/product/product-2241?page=1072,,2241,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G B1,05.66048182,,,,72,58.74,,,,,,,,
/shop/product/product-2240?page=1072,,2240,,,,,,,,,,,,,,,VENUS PEARL SERINGUE 3G HKA5,05.66048181,,,,72,58.74,,,,,,,,
/shop/product/product-2239?page=1072,,2239,,,,,,,,,,,,,,,I BOND UNIVERSAL VALUE PACK 3X4 ML,05.66061412,,,,324.55,,,,,,,,,
/shop/product/product-17265?page=675,,17265,,,,,,,,,,,,,,,HEDSTROEM READY S. D 21MM ISO 45,42.016D02104504,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17264?page=675,,17264,,,,,,,,,,,,,,,HEDSTROEM READY S. D 21MM ISO 55,42.016D02105504,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17263?page=675,,17263,,,,,,,,,,,,,,,HEDSTROEM READY S. D 25MM ISO 110,42.016D02511004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17262?page=675,,17262,,,,,,,,,,,,,,,HEDSTROEM READY S. D 25MM ISO 35,42.016D02503504,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17261?page=675,,17261,,,,,,,,,,,,,,,HEDSTROEM READY S. D 21MM ISO 50,42.016D02105004,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17260?page=675,,17260,,,,,,,,,,,,,,,HEDSTROEM READY S. D 28MM ISO 10,42.016D02801004,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17259?page=675,,17259,,,,,,,,,,,,,,,HEDSTROEM READY S. D 25MM ISO 40,42.016D02504004,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17256?page=675,,17256,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ISO 15,42.012D03101504,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17255?page=675,,17255,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ISO 110,42.012D03111004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17254?page=675,,17254,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ISO 100,42.012D02810004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17253?page=675,,17253,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ISO 50,42.012D02805004,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17252?page=675,,17252,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ISO 40,42.012D02804004,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-23591?page=91,,23591,,,,,,,,,,,,,,,K-FILES 25MM ISO 40,54.20102026,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23590?page=91,,23590,,,,,,,,,,,,,,,REAMER 25MM ISO 30,54.20101021,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23589?page=91,,23589,,,,,,,,,,,,,,,K-FILES 21MM ISO 40,54.20102025,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23588?page=91,,23588,,,,,,,,,,,,,,,REAMER 21MM ISO 10,54.20101007,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23587?page=91,,23587,,,,,,,,,,,,,,,K-FILES 21MM ISO 30,54.20102019,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23586?page=91,,23586,,,,,,,,,,,,,,,REAMER 25MM ISO 25,54.20101018,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23584?page=91,,23584,,,,,,,,,,,,,,,HEDSTROEM FILES 29MM ISO 20,54.20103021,,,,15.35,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23583?page=91,,23583,,,,,,,,,,,,,,,HEDSTROEM FILES 29MM ASSORT ISO 15/40,54.20103003,,,,15.35,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23582?page=91,,23582,,,,,,,,,,,,,,,K-FILES 21MM ISO 45,54.20102028,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23581?page=91,,23581,,,,,,,,,,,,,,,HEDSTROEM FILES 29MM ISO 10,54.20103015,,,,15.35,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23580?page=91,,23580,,,,,,,,,,,,,,,REAMER 25MM ISO 20,54.20101015,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-23579?page=91,,23579,,,,,,,,,,,,,,,K-FILES 25MM ISO 25,54.20102017,,,,16.55,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-1284?page=2259,,1284,,,,,,,,,,,,,,,COVER COZEE UNIVERSAL ADHESIVE COMFORT 300PCS - 30,03.R540300,,,,79,,,,,,,,,
/shop/product/product-1283?page=2259,,1283,,,,,,,,,,,,,,,SURESOFT 2VBW BITE BLOCK,03.R540630,,,,42.46,,,,,,,,,
/shop/product/product-1282?page=2259,,1282,,,,,,,,,,,,,,,MANCHONS POUR CHAMPBRE NOIR,03.R530261,,,,281.65,,,,,,,,,
/shop/product/product-1280?page=2259,,1280,,,,,,,,,,,,,,,CAVITRON INSERT 30K FSI SLI FG 10S INSERT PKD,03.82005,,,,270.1,,,,,,,,,
/shop/product/product-1279?page=2259,,1279,,,,,,,,,,,,,,,CAVITRON SELECT 25 KHZ +FSI 1000,03.90112E,,,,NaN,,,,,,,,,
/shop/product/product-1278?page=2259,,1278,,,,,,,,,,,,,,,PROPHY JET AIRPOLISHING UNITS,03.80855,,,,NaN,,,,,,,,,
/shop/product/product-1277?page=2259,,1277,,,,,,,,,,,,,,,XCP STAINLESS STEEL INDICATOR ARM BLEU,03.R540857,,,,76.3,,,,,,,,,
/shop/product/product-1276?page=2259,,1276,,,,,,,,,,,,,,,UNIVERSAL COLLIMATOR,03.R540853,,,,183.8,,,,,,,,,
/shop/product/product-1275?page=2259,,1275,,,,,,,,,,,,,,,EZ VIEW MOUNT 6H N?2,03.R216061,,,,76.45,,,,,,,,,
/shop/product/product-1274?page=2259,,1274,,,,,,,,,,,,,,,CAVITRON INSERT FSI 1000 STRAIGHT TRI B25K,03.80796,,,,270.1,,,,,,,,,
/shop/product/product-1272?page=2259,,1272,,,,,,,,,,,,,,,EZ VIEW MOUNT 16 VUES,03.R216203,,,,150.5,,,,,,,,,
/shop/product/product-1270?page=2259,,1270,,,,,,,,,,,,,,,DISPERSALLOY TABLETS 311G 20X40 REGULAR SET,03.66002829S1,,,,NaN,,,,,,,,,
/shop/product/product-30860?page=284,,30860,,,,,,,,,,,,,,,K-REAMERS ISO 060 L21 STERILE 6PCS,54.60029690,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30859?page=284,,30859,,,,,,,,,,,,,,,K-REAMERS ISO 055 L31 STERILE 6PCS,54.60029689,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30858?page=284,,30858,,,,,,,,,,,,,,,K-REAMERS ISO 055 L25 STERILE 6PCS,54.60029688,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30857?page=284,,30857,,,,,,,,,,,,,,,K-REAMERS ISO 055 L21 STERILE 6PCS,54.60029687,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30856?page=284,,30856,,,,,,,,,,,,,,,K-REAMERS ISO 050 L31 STERILE 6PCS,54.60029686,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30855?page=284,,30855,,,,,,,,,,,,,,,K-REAMERS ISO 050 L25 STERILE 6PCS,54.60029685,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30854?page=284,,30854,,,,,,,,,,,,,,,K-REAMERS ISO 050 L21 STERILE 6PCS,54.60029684,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30853?page=284,,30853,,,,,,,,,,,,,,,K-REAMERS ISO 045 L31 STERILE 6PCS,54.60029683,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30852?page=284,,30852,,,,,,,,,,,,,,,K-REAMERS ISO 045 L25 STERILE 6PCS,54.60029682,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30851?page=284,,30851,,,,,,,,,,,,,,,K-REAMERS ISO 045 L21 STERILE 6PCS,54.60029681,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30850?page=284,,30850,,,,,,,,,,,,,,,K-REAMERS ISO 040 L31 STERILE 6PCS,54.60029680,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-30849?page=284,,30849,,,,,,,,,,,,,,,K-REAMERS ISO 040 L25 STERILE 6PCS,54.60029679,,,,13.08,11.89,1,11.89,10,10.9,20,9.98,,
/shop/product/product-24365?page=477,,24365,,,,,,,,,,,,,,,GANTS STERILES NON POUDRE TAILLE 8,56.A1121/8,,,,44.5,,1,44.5,5,39.89,,,,
/shop/product/product-24360?page=477,,24360,,,,,,,,,,,,,,,CHAMPS STERILES TROUE 50X75CM - 50PCS,56.L12012B,,,,76,,,,,,,,,
/shop/product/product-24359?page=477,,24359,,,,,,,,,,,,,,,CHAMPS STERILES TROUES 75X90CM - 50PCS,56.L12102B,,,,89.95,,,,,,,,,
/shop/product/product-24356?page=477,,24356,,,,,,,,,,,,,,,ADHESIV INDICATOR TAPE 158X50M,56.E5120,,,,11,,,,,,,,,
/shop/product/product-24354?page=477,,24354,,,,,,,,,,,,,,,MEDIKIT PLUS 1PC,56.L15206,,,,43,,,,,,,,,
/shop/product/product-24352?page=477,,24352,,,,,,,,,,,,,,,GANTS NOIR SMALL,56.A1502,,,,16.52,,,,,,,,,
/shop/product/product-24351?page=477,,24351,,,,,,,,,,,,,,,CHAMPS STERILES 75X90CM - 50PCS,56.L12100B,,,,75.35,,,,,,,,,
/shop/product/product-24350?page=477,,24350,,,,,,,,,,,,,,,CASAQUES STERILES XL 40PCS,56.L11003B,,,,222.56,,,,,,,,,
/shop/product/product-24349?page=477,,24349,,,,,,,,,,,,,,,ROULEAUX BAVOIRS BLEU 80 PCS,56.010,,,,31.06,,,,,,,,,
/shop/product/product-24345?page=477,,24345,,,,,,,,,,,,,,,CHAMPS STERILES 50X75CM - 50PCS,56.L12010B,,,,67.5,,,,,,,,,
/shop/product/product-24344?page=477,,24344,,,,,,,,,,,,,,,CANULE JMA VERTE 400 PCS.,56.K2002,,,,70.9,,,,,,,,,
/shop/product/product-24340?page=477,,24340,,,,,,,,,,,,,,,BIOSONIC UC 32 ENZYMATIC ULTRASONIC CLEANER 236 ML,55.UC032,,,,60.1,,,,,,,,,
/shop/product/product-14862?page=1860,,14862,,,,,,,,,,,,,,,KIT INSERT PIEZOTOME PARO + PAM NEWTRON,27.F87320,,,,NaN,,,,,,,,,
/shop/product/product-14861?page=1860,,14861,,,,,,,,,,,,,,,UNISEPTA PLUS 750 ML REF 30035153D,28.099,,,,37.36,,,,,,,,,
/shop/product/product-14860?page=1860,,14860,,,,,,,,,,,,,,,ANIOS DVA HPH 5L,28.055034UG,,,,156.76,,,,,,,,,
/shop/product/product-14859?page=1860,,14859,,,,,,,,,,,,,,,CAPTEUR SOPIX TAILLE 1    0.9M S8000023,27.S8000023,,,,NaN,,,,,,,,,
/shop/product/product-14858?page=1860,,14858,,,,,,,,,,,,,,,CAPTEUR SOPIX 2 USB TAILLE 1 / S8020004,27.S8020001,,,,NaN,,,,,,,,,
/shop/product/product-14856?page=1860,,14856,,,,,,,,,,,,,,,INSERT BS1L M+N STER,27.F87612,,,,313.5,,,,,,,,,
/shop/product/product-14855?page=1860,,14855,,,,,,,,,,,,,,,INSERT BS6 II,27.F87506,,,,350.95,,,,,,,,,
/shop/product/product-14854?page=1860,,14854,,,,,,,,,,,,,,,KIT INSERT BS PZT II,27.F87509,,,,NaN,,,,,,,,,
/shop/product/product-14853?page=1860,,14853,,,,,,,,,,,,,,,DENTASEPT ASPIRATION 5L,28.106046,,,,68.5,56.75,,,,,,,,
/shop/product/product-14852?page=1860,,14852,,,,,,,,,,,,,,,CAPTEUR SOPIX TAILLE 1    2M NOIR,27.S8000029,,,,NaN,,,,,,,,,
/shop/product/product-14851?page=1860,,14851,,,,,,,,,,,,,,,INSERT ET BD,27.F88020,,,,177.6,,,,,,,,,
/shop/product/product-14850?page=1860,,14850,,,,,,,,,,,,,,,INSERT EXTRACTION F87507,27.F87507,,,,377.9,,,,,,,,,
/shop/product/product-11229?page=2060,,11229,,,,,,,,,,,,,,,PLAN DE FOX -FOURCHE OCCLUSION,120.061060,,,,53.15,,,,,,,,,
/shop/product/product-11228?page=2060,,11228,,,,,,,,,,,,,,,COMPAS SCHREINEMAKERS PORTE EMPR EDENTES PC,120.061040,,,,11.5,,,,,,,,,
/shop/product/product-11227?page=2060,,11227,,,,,,,,,,,,,,,COMPAS SCHREINEMAKERS PORTE EMPR DENTES PC,120.061039,,,,32.05,,,,,,,,,
/shop/product/product-11226?page=2060,,11226,,,,,,,,,,,,,,,PORTE EMPR EDENTES NR.24 PC CLAN 51240,120.061024,,,,42.05,,,,,,,,,
/shop/product/product-11225?page=2060,,11225,,,,,,,,,,,,,,,PORTE EMPR CLAN EDENTES NR.22 PC 51220,120.061022,,,,42.05,,,,,,,,,
/shop/product/product-11217?page=2060,,11217,,,,,,,,,,,,,,,GANTS PEHA-NEON LATEXFREE 8.5,119.9425502,,,,93.9,,,,,,,,,
/shop/product/product-11216?page=2060,,11216,,,,,,,,,,,,,,,GANTS PEHA-NEON LATEXFREE 7.5,119.9425482,,,,93.9,,,,,,,,,
/shop/product/product-11215?page=2060,,11215,,,,,,,,,,,,,,,GANTS PEHA-NEON LATEXFREE 7,119.9425472,,,,93.9,,,,,,,,,
/shop/product/product-11214?page=2060,,11214,,,,,,,,,,,,,,,PORTE EMPREINTE CLAN INTRO 40 TRAYS,120.6400G,,,,287.56,,,,,,,,,
/shop/product/product-11213?page=2060,,11213,,,,,,,,,,,,,,,PORTE EMPREINTE SCHREINEMAKER PERF.EDENT.32,120.61332,,,,26.05,,,,,,,,,
/shop/product/product-11212?page=2060,,11212,,,,,,,,,,,,,,,PORTE EMPREINTE SCHREINEMAKERS EDENT.INF.25,120.61325,,,,26.05,,,,,,,,,
/shop/product/product-11211?page=2060,,11211,,,,,,,,,,,,,,,PORTE EMPREINTE SCHREINEMAKERS PERF.EDENT.22,120.61322,,,,26.05,,,,,,,,,
/shop/product/product-24112?page=1462,,24112,,,,,,,,,,,,,,,ROTOR P TURB ALTO 400 L + 50900138,54.50900136,,,,424.75,,,,,,,,,
/shop/product/product-24111?page=1462,,24111,,,,,,,,,,,,,,,MM CONTROL KIT ONE SHAPE,54.51400104,,,,NaN,,,,,,,,,
/shop/product/product-24110?page=1462,,24110,,,,,,,,,,,,,,,FRAISE KODEX TMS LINK K91,55.K91,,,,119.35,,,,,,,,,
/shop/product/product-24109?page=1462,,24109,,,,,,,,,,,,,,,ONE SHAPE DISCOVERY KIT,54.51400111,,,,196.75,,,,,,,,,
/shop/product/product-24108?page=1462,,24108,,,,,,,,,,,,,,,TMS LINK PLUS EL741-24,55.EL741-24,,,,153.73,,,,,,,,,
/shop/product/product-24106?page=1462,,24106,,,,,,,,,,,,,,,CORDON SILICONE BLANC MM CONTROL,54.51300043,,,,85.2,,,,,,,,,
/shop/product/product-24105?page=1462,,24105,,,,,,,,,,,,,,,CONTRE ANGLE SANAO 10L EMB,54.50100265,,,,NaN,,,,,,,,,
/shop/product/product-24104?page=1462,,24104,,,,,,,,,,,,,,,PARAPOST XP CASTING TECHNIQUE KIT P-781,55.P-781,,,,406.4,,,,,,,,,
/shop/product/product-24103?page=1462,,24103,,,,,,,,,,,,,,,AMPOULE POUR TURBINE ALTO,54.50900137,,,,110.5,,,,,,,,,
/shop/product/product-24102?page=1462,,24102,,,,,,,,,,,,,,,MAX DRILLS M-91 0.425MM / 5 PC,55.M91,,,,213.76,,,,,,,,,
/shop/product/product-24101?page=1462,,24101,,,,,,,,,,,,,,,BIOSONIC UC 40 1L,55.60021960,,,,34.06,29.98,,,,,,,,
/shop/product/product-24099?page=1462,,24099,,,,,,,,,,,,,,,EMBOUTS MM PASTE - EDTA 10PCS.,54.51200136,,,,15.7,,,,,,,,,
/shop/product/product-17251?page=676,,17251,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ISO 130,42.012D02813004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17250?page=676,,17250,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ISO 110,42.012D02811004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17249?page=676,,17249,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ISO 08,42.012D02800804,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17248?page=676,,17248,,,,,,,,,,,,,,,K-FILE READY S. D 25MM ISO 120,42.012D02512004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17247?page=676,,17247,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ASSORT ISO 45-80,42.012D03190104,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17246?page=676,,17246,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ISO 50,42.012D03105004,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17245?page=676,,17245,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ISO 30,42.012D03103004,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17244?page=676,,17244,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ISO 25,42.012D03102504,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17243?page=676,,17243,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ASSORT ISO 90-140,42.012D03190204,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17242?page=676,,17242,,,,,,,,,,,,,,,K-FILE READY S. D 31MM ISO 100,42.012D03110004,,,,22.2,14.84,1,14.84,4,13.94,,,,
/shop/product/product-17241?page=676,,17241,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ASSORT ISO 45-80,42.012D02890104,,,,22.2,16.74,1,16.74,4,14.94,,,,
/shop/product/product-17240?page=676,,17240,,,,,,,,,,,,,,,K-FILE READY S. D 28MM ASSORT ISO 15-40,42.012D02890004,,,,18.46,14.84,1,14.84,4,13.94,,,,
/shop/product/product-10212?page=873,,10212,,,,,,,,,,,,,,,K3 XF FILE 30MM ISO 25 8% PK/6,111.823-8250,,,,72.7,,,,,,,,,
/shop/product/product-10211?page=873,,10211,,,,,,,,,,,,,,,K3 XF FILE 21MM ISO 45 6% PK/6,111.823-6451,,,,72.7,,,,,,,,,
/shop/product/product-10210?page=873,,10210,,,,,,,,,,,,,,,K3 XF FILE 25MM ISO 15 6% PK/6,111.823-6155,,,,72.7,,,,,,,,,
/shop/product/product-10209?page=873,,10209,,,,,,,,,,,,,,,K3 XF FILE 21MM ISO 40 4% PK/6,111.823-4400,,,,72.7,,,,,,,,,
/shop/product/product-10206?page=873,,10206,,,,,,,,,,,,,,,K3 XF FILE 21MM ISO 25 8% PK/6,111.823-8251,,,,72.7,,,,,,,,,
/shop/product/product-10205?page=873,,10205,,,,,,,,,,,,,,,K3 XF FILE 30MM ISO 20 6% PK/6,111.823-6200,,,,72.7,,,,,,,,,
/shop/product/product-10203?page=873,,10203,,,,,,,,,,,,,,,K3 XF FILE 25MM ISO 25 8% PK/6,111.823-8255,,,,72.7,,,,,,,,,
/shop/product/product-10202?page=873,,10202,,,,,,,,,,,,,,,K3 XF FILE 25MM ISO 40 12% PK/6,111.823-2405,,,,72.7,,,,,,,,,
/shop/product/product-10201?page=873,,10201,,,,,,,,,,,,,,,K3 XF FILE 17MM ISO 40 12% PK/6,111.823-2407,,,,72.7,,,,,,,,,
/shop/product/product-10200?page=873,,10200,,,,,,,,,,,,,,,K3 XF FILE 30MM ISO 20 10% PK/6,111.823-0200,,,,72.7,,,,,,,,,
/shop/product/product-10188?page=873,,10188,,,,,,,,,,,,,,,TF GUTTA PERCHA POINTS .10 TAPER PK/50,111.822-1025,,,,28.66,,,,,,,,,
/shop/product/product-10187?page=873,,10187,,,,,,,,,,,,,,,TF GUTTA PERCHA POINTS .08 TAPER PK/50,111.822-0825,,,,28.66,,,,,,,,,
/shop/product/product-19233?page=1661,,19233,,,,,,,,,,,,,,,SONDE  1087/17,43.1087/17,,,,12.95,,,,,,,,,
/shop/product/product-19232?page=1661,,19232,,,,,,,,,,,,,,,SONDE    1086/12,43.1086/12,,,,17.9,,,,,,,,,
/shop/product/product-19231?page=1661,,19231,,,,,,,,,,,,,,,1086/10,43.1086/10,,,,17.9,,,,,,,,,
/shop/product/product-19230?page=1661,,19230,,,,,,,,,,,,,,,SONDE    1085/6,43.1085/6,,,,12.95,,,,,,,,,
/shop/product/product-19229?page=1661,,19229,,,,,,,,,,,,,,,SONDE DOUBLE 1084/EXD9-23,43.1084/EXD9-23,,,,42,,,,,,,,,
/shop/product/product-19228?page=1661,,19228,,,,,,,,,,,,,,,SONDE 1084/EXD17-23,43.1084/EXD17-2,,,,36.8,,,,,,,,,
/shop/product/product-19226?page=1661,,19226,,,,,,,,,,,,,,,SONDE    1081/70,43.1081/70,,,,15.16,,,,,,,,,
/shop/product/product-19225?page=1661,,19225,,,,,,,,,,,,,,,SONDE 1081/66,43.1081/66,,,,12.25,,,,,,,,,
/shop/product/product-19224?page=1661,,19224,,,,,,,,,,,,,,,INSTRUMENT    1086/5,43.1086/5,,,,17.56,,,,,,,,,
/shop/product/product-19223?page=1661,,19223,,,,,,,,,,,,,,,SONDE 1086/11,43.1086/11,,,,17.05,,,,,,,,,
/shop/product/product-19222?page=1661,,19222,,,,,,,,,,,,,,,SONDE 1084 EXD 11/12,43.1084EXD11/12,,,,32.65,,,,,,,,,
/shop/product/product-19221?page=1661,,19221,,,,,,,,,,,,,,,SONDE ENDO 1084/EXDG16,43.1084/EXDG16,,,,32.15,,,,,,,,,
/shop/product/product-28869?page=1265,,28869,,,,,,,,,,,,,,,SONICFLEX INSERT NR.53,25.05717302,,,,195.6,,,,,,,,,
/shop/product/product-28868?page=1265,,28868,,,,,,,,,,,,,,,MIXING TIPS SHORT BROWN +INTRA-OR. 100 PC,22.EMPIO100,,,,79.9,39.9,1,39.9,2,34.9,,,,
/shop/product/product-28867?page=1265,,28867,,,,,,,,,,,,,,,PORTE EMPREINTE 2801-L6S,20.2801-L6S,,,,17.65,,,,,,,,,
