url,marque,id_variante,nom_attr_1,val_attr_1,nom_attr_2,val_attr_2,nom_attr_3,val_attr_3,nom_attr_4,val_attr_4,nom_attr_5,val_attr_5,nom_attr_6,val_attr_6,nom_attr_7,val_attr_7,designation,reference,sku,code_article_fournisseur,descritptif,prix_reference,prix_promo_unitaire,quantite_degressif_1,prix_promo_degressif_1,quantite_degressif_2,prix_promo_degressif_2,quantite_degressif_3,prix_promo_degressif_3,quantite_degressif_4,prix_promo_degressif_4
/shop/product/product-31367,,31367,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z4 (6 U.),157.ZBS25Z0004,,,,46.8,,,,,,,,,
/shop/product/product-31356,,31356,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM ZX-Z5 (6 U.),157.ZBS25ASST6,,,,46.8,,,,,,,,,
/shop/product/product-31347,,31347,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z2 (6 U.),157.ZBS25Z0002,,,,46.8,,,,,,,,,
/shop/product/product-31342,,31342,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z1-Z4 (4 U.),157.ZBS25ASST4,,,,42,,,,,,,,,
/shop/product/product-31335,,31335,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z1 (6 U.),157.ZBS25Z0001,,,,46.8,,,,,,,,,
/shop/product/product-31327,,31327,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z3 (6 U.),157.ZBS25Z0003,,,,46.8,,,,,,,,,
/shop/product/product-31368,,31368,,,,,,,,,,,,,,,GUTAPERCHA BLUESHAPER Z5 (60 U.),157.ZBSGP00Z5,,,,21.48,,,,,,,,,
/shop/product/product-31366,,31366,,,,,,,,,,,,,,,BLUESHAPER STERILE 31MM ZX-Z5 (6 U.),157.ZBS31ASST6,,,,46.8,,,,,,,,,
/shop/product/product-31365,,31365,,,,,,,,,,,,,,,GUTAPERCHA BLUESHAPER Z3-Z5 (60 U.),157.ZBSGPASST,,,,21.48,,,,,,,,,
/shop/product/product-31364,,31364,,,,,,,,,,,,,,,P.P. BLUESHAPER Z4,157.ZBSPP00Z4,,,,21.48,,,,,,,,,
/shop/product/product-31354,,31354,,,,,,,,,,,,,,,BLUESHAPER STERILE 19MM ZX (6 U.),157.ZBS19000ZX,,,,46.8,,,,,,,,,
/shop/product/product-31353,,31353,,,,,,,,,,,,,,,BLUESHAPER STERILE 21MM Z1-Z4 (4 U.),157.ZBS21ASST4,,,,42,,,,,,,,,
/shop/product/product-31346?page=2,,31346,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z7 (6 U.),157.ZBS25Z0007,,,,46.8,,,,,,,,,
/shop/product/product-31345?page=2,,31345,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z6 (6 U.),157.ZBS25Z0006,,,,46.8,,,,,,,,,
/shop/product/product-31341?page=2,,31341,,,,,,,,,,,,,,,BLUESHAPER STERILE 21MM ZX-Z5 (6 U.),157.ZBS21ASST6,,,,46.8,,,,,,,,,
/shop/product/product-31340?page=2,,31340,,,,,,,,,,,,,,,GUTAPERCHA BLUESHAPER Z3 (60 U.),157.ZBSGP00Z3,,,,21.48,,,,,,,,,
/shop/product/product-31338?page=2,,31338,,,,,,,,,,,,,,,BLUESHAPER STERILE 31MM Z1-Z4 (4 U.),157.ZBS31ASST4,,,,42,,,,,,,,,
/shop/product/product-31337?page=2,,31337,,,,,,,,,,,,,,,P.P. BLUESHAPER Z5,157.ZBSPP00Z5,,,,21.48,,,,,,,,,
/shop/product/product-31333?page=2,,31333,,,,,,,,,,,,,,,BLUESHAPER STERILE 25MM Z5 (6 U.),157.ZBS25Z0005,,,,46.8,,,,,,,,,
/shop/product/product-31329?page=2,,31329,,,,,,,,,,,,,,,P.P. BLUESHAPER Z3,157.ZBSPP00Z3,,,,21.48,,,,,,,,,
/shop/product/product-31325?page=2,,31325,,,,,,,,,,,,,,,GUTAPERCHA BLUESHAPER Z4 (60 U.),157.ZBSGP00Z4,,,,21.48,,,,,,,,,
/shop/product/product-31324?page=2,,31324,,,,,,,,,,,,,,,P.P. BLUESHAPER Z3-Z5,157.ZBSPPASST,,,,21.48,,,,,,,,,
/shop/product/product-30686?page=2,,30686,,,,,,,,,,,,,,,MASQUES ELASTIQUES TYPE IIR VERT 50PCS 10/20,CV.999AGR,,,,17.49,10.94,1,10.94,5,9.95,10,9.64,20,8.95
/shop/product/product-30590?page=2,,30590,,,,,,,,,,,,,,,STRUCTUR 2 QM A1,09.1309,,,,62.35,,,,,,,,,
/shop/product/product-30529?page=3,,30529,,,,,,,,,,,,,,,EQUIA FORTE COAT FLIPCAP 4ML.,06.901593,,,,104.4,,,,,,,,,
/shop/product/product-30527?page=3,,30527,,,,,,,,,,,,,,,EQUIA FORTE HT REFILL C4,06.901591,,,,189,145,1,145,2,138.9,,,,
/shop/product/product-30520?page=3,,30520,,,,,,,,,,,,,,,TEMPSMART DC 48ML. CARTRIDGE B1,06.012764,,,,145.6,124.9,1,124.9,2,109.9,,,,
/shop/product/product-30519?page=3,,30519,,,,,,,,,,,,,,,TEMPSMART DC 48ML CARTRIDGE A3.5,06.012763,,,,145.6,124.9,1,124.9,2,109.9,,,,
/shop/product/product-30517?page=3,,30517,,,,,,,,,,,,,,,TEMPSMART DC 48ML CARTRIDGE A3,06.012762,,,,145.6,124.9,1,124.9,2,109.9,,,,
/shop/product/product-30516?page=3,,30516,,,,,,,,,,,,,,,TEMPSMART DC 48ML CARTRIDGE A2,06.012761,,,,145.6,124.9,1,124.9,2,109.9,,,,
/shop/product/product-30515?page=3,,30515,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE B1,06.004207,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30511?page=3,,30511,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE JE,06.004215,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30510?page=3,,30510,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE AE,06.004216,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30508?page=3,,30508,,,,,,,,,,,,,,,EQUIA FIL CAPS B2 - 50PCS,06.004265,,,,167.9,146.89,1,146.89,3,136.6,,,,
/shop/product/product-30507?page=3,,30507,,,,,,,,,,,,,,,EQUIA FIL CAPS A3.5 - 50PCS,06.004263,,,,167.9,146.89,1,146.89,3,136.6,,,,
/shop/product/product-30506?page=3,,30506,,,,,,,,,,,,,,,EQUIA FIL CAPS B3 - 50PCS,06.004266,,,,167.9,146.89,1,146.89,3,136.6,,,,
/shop/product/product-30505?page=4,,30505,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE A2,06.004203,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30504?page=4,,30504,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE A4 1,06.004206,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30503?page=4,,30503,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE BW,06.004213,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30502?page=4,,30502,,,,,,,,,,,,,,,EQUIA FIL CAPS ASSORTIMENT - 50PCS,06.004259,,,,167.9,146.89,1,146.89,3,136.6,,,,
/shop/product/product-30500?page=4,,30500,,,,,,,,,,,,,,,GAENIAL UNIVERSAL FLO SERINGUE B3,06.004209,,,,77.2,64.5,1,64.5,4,59.89,,,,
/shop/product/product-30499?page=4,,30499,,,,,,,,,,,,,,,GAENIAL UNIVERSEL FLO SERINGUE A3.5,06.004205,,,,77.2,64.9,1,64.9,3,61.9,,,,
/shop/product/product-30498?page=4,,30498,,,,,,,,,,,,,,,EQUIA FIL CAPS A1 - 50PCS,06.004260,,,,167.9,146.89,1,146.89,3,136.6,,,,
/shop/product/product-30454?page=4,,30454,,,,,,,,,,,,,,,FUJI 2 LC CAPS D2 - 50PCS,06.000148,,,,163.5,158.89,1,158.89,2,149.89,,,,
/shop/product/product-30444?page=4,,30444,,,,,,,,,,,,,,,FUJI 2 LC CAPS ASSORTIMENT - 50PCS,06.000137,,,,163.5,158.89,1,158.89,2,149.89,,,,
/shop/product/product-30393?page=4,,30393,,,,,,,,,,,,,,,FLEXITIME BITE 2X50ML,05.66038751A,,,,86.6,,,,,,,,,
/shop/product/product-30352?page=4,,30352,,,,,,,,,,,,,,,MAXCEM ELITE CHROMA TRANSPARANT,04.36372,,,,139.94,,1,139.94,2,118.99,,,,
/shop/product/product-30350?page=4,,30350,,,,,,,,,,,,,,,MAXCEM ELITE CHROMA BLANC,04.36373,,,,139.94,,1,139.94,2,118.99,,,,
/shop/product/product-30334?page=5,,30334,,,,,,,,,,,,,,,DEMI ULTRA LED NEW,04.35664,,,,NaN,,,,,,,,,
/shop/product/product-30330?page=5,,30330,,,,,,,,,,,,,,,MAXCEM ELITE CHROMA MIXING TIPS ROSE - 40PCS,04.36375,,,,113.2,,,,,,,,,
/shop/product/product-30329?page=5,,30329,,,,,,,,,,,,,,,OPTIBOND UNIVERSAL BOTTLE REFILL,04.36519,,,,123.4,79.9,,,,,,,,
/shop/product/product-30324?page=5,,30324,,,,,,,,,,,,,,,OPTIBOND UNIVERSAL BOTTLE KIT,04.36517,,,,153,119.89,,,,,,,,
/shop/product/product-30318?page=5,,30318,,,,,,,,,,,,,,,MAXCEM ELITE CHROMA JAUNE,04.36374,,,,139.94,,1,139.94,2,118.99,,,,
/shop/product/product-30267?page=5,,30267,,,,,,,,,,,,,,,AQUASIL ULTRA+ XLV DIGIT POWER CART. FAST,03.678698,,,,352.5,279,,,,,,,,
/shop/product/product-30266?page=5,,30266,,,,,,,,,,,,,,,AQUASIL ULTRA+ HAND MIX  PUTTY 450ML- SOFT FAST,03.678620,,,,155,149.89,1,149.89,3,129.9,,,,
/shop/product/product-30265?page=5,,30265,,,,,,,,,,,,,,,AQUASIL ULTRA+ PUTTY 380ML MACHINE REGULAR SE,03.678622,,,,355.36,289,,,,,,,,
/shop/product/product-30264?page=5,,30264,,,,,,,,,,,,,,,AQUASIL ULTRA+ XLV DIGIT POWER CART.EXTENDED SET,03.678702,,,,352.5,279,,,,,,,,
/shop/product/product-30263?page=5,,30263,,,,,,,,,,,,,,,AQUASIL ULTRA+ XLV 50ML -REG SET,03.678668,,,,155.9,,,,,,,,,
/shop/product/product-30262?page=5,,30262,,,,,,,,,,,,,,,AQUASIL ULTRA+ HAND MIX PUTTY 450ML- REGULAR,03.678621,,,,155,149.89,1,149.89,3,129.9,,,,
/shop/product/product-30260?page=5,,30260,,,,,,,,,,,,,,,AQUASIL ULTRA+ XLV DIGIT POWER CART.REGULAR,03.678693,,,,352.5,279,,,,,,,,
/shop/product/product-30210?page=6,,30210,,,,,,,,,,,,,,,COURONNE NI CHROME EUL6,01.EUL6,,,,51.16,,,,,,,,,
/shop/product/product-30209?page=6,,30209,,,,,,,,,,,,,,,COURONNE NI CHROME ELR7,01.ELR7,,,,51.16,,,,,,,,,
/shop/product/product-30208?page=6,,30208,,,,,,,,,,,,,,,COURONNE NI CHROME ELR5,01.ELR5,,,,51.16,,,,,,,,,
/shop/product/product-30206?page=6,,30206,,,,,,,,,,,,,,,COURONNE NI CHROME EUL4,01.EUL4,,,,51.16,,,,,,,,,
/shop/product/product-30205?page=6,,30205,,,,,,,,,,,,,,,COURONNE NI CHROME EUL3,01.EUL3,,,,51.16,,,,,,,,,
/shop/product/product-30204?page=6,,30204,,,,,,,,,,,,,,,COURONNE NI CHROME ELR6,01.ELR6,,,,51.16,,,,,,,,,
/shop/product/product-30203?page=6,,30203,,,,,,,,,,,,,,,COURONNE NI CHROME EUL2,01.EUL2,,,,51.16,,,,,,,,,
/shop/product/product-30202?page=6,,30202,,,,,,,,,,,,,,,COURONNE NI CHROME EUL5,01.EUL5,,,,51.16,,,,,,,,,
/shop/product/product-30135?page=6,,30135,,,,,,,,,,,,,,,PROTEMP 4 BLEACH,01.46959,,,,138.95,,,,,,,,,
/shop/product/product-30134?page=6,,30134,,,,,,,,,,,,,,,SCOTCHOND UNIVERSAL PLUS L-POP INTRO,01.41297,,,,153.85,144.74,,,,,,,,
/shop/product/product-30133?page=6,,30133,,,,,,,,,,,,,,,PROTEMP 4 INTRO KIT A2,01.46953,,,,235.25,,,,,,,,,
/shop/product/product-30129?page=6,,30129,,,,,,,,,,,,,,,SCOTCHBOND UNIVERSAL VIAL,01.41258,,,,119.2,,,,,,,,,
/shop/product/product-30096?page=7,,30096,,,,,,,,,,,,,,,FRAISE 379 022 FG 3258,87.FG3258,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30091?page=7,,30091,,,,,,,,,,,,,,,FRAISE 390 014 FINE FG3274,87.FG3274,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30090?page=7,,30090,,,,,,,,,,,,,,,FRAISE 368 021,87.FG3255,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30089?page=7,,30089,,,,,,,,,,,,,,,FRAISE 850L 021 FINE,87.FG3240,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30088?page=7,,30088,,,,,,,,,,,,,,,FRAISE 881 014 FG 324,87.FG324,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30086?page=7,,30086,,,,,,,,,,,,,,,FRAISE 886 016 ST,87.FG124L,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30085?page=7,,30085,,,,,,,,,,,,,,,FRAISE 877 012 ST,87.FG161,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30083?page=7,,30083,,,,,,,,,,,,,,,FRAISE 885 013 SUPER COARSE FG124CB,87.FG124CB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30082?page=7,,30082,,,,,,,,,,,,,,,FRAISE 885 014 ST,87.FG125,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30081?page=7,,30081,,,,,,,,,,,,,,,FRAISE FRAISE 878K 024 FG 185CB,87.FG158CB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30080?page=7,,30080,,,,,,,,,,,,,,,FRAISE 815 018 FG 127,87.FG127,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-30062?page=7,,30062,,,,,,,,,,,,,,,SANITIZER SURFACES S2 WIPES REFILL MAX (200p),82.132060,,,,21.85,,,,,,,,,
/shop/product/product-30060?page=8,,30060,,,,,,,,,,,,,,,SANITIZER SURFACES S2 WIPES REFILL (100pcs),82.132058,,,,11.45,8.89,,,,,,,,
/shop/product/product-30018?page=8,,30018,,,,,,,,,,,,,,,PIVOMATIC CONCOURS CALCINABLE 11MM XL BLANC DIAM 1,71.COCXLBLANC11,,,,47.26,41.9,1,41.9,4,38.65,,,,
/shop/product/product-30017?page=8,,30017,,,,,,,,,,,,,,,PIVOMATIC CONCOURS CALCINABLE 13MM XL NOIR DIAM 1.,71.COCXLNOIR13/,,,,47.26,41.9,1,41.9,4,38.65,,,,
/shop/product/product-30016?page=8,,30016,,,,,,,,,,,,,,,PIVOMATIC CONCOURS CALCINABLE 12MM XL ROUGE DIAM 1,71.COCXLROUGE12,,,,47.26,41.9,1,41.9,4,38.65,,,,
/shop/product/product-30015?page=8,,30015,,,,,,,,,,,,,,,PIVOMATIC CONCOURS CALCINABLE 12MM XL VERT DIAM 1.,71.COCXLVERT12/,,,,47.26,41.9,1,41.9,4,38.65,,,,
/shop/product/product-29961?page=8,,29961,,,,,,,,,,,,,,,SURGICAL SUTURE PGA 5.0A/C -6 3/8,70.PSN422V,,,,83.05,,,,,,,,,
/shop/product/product-29960?page=8,,29960,,,,,,,,,,,,,,,SUTURE PGA 4-O A/C-22 REVERSE CUT 3/8,70.PSN389V,,,,83.05,,,,,,,,,
/shop/product/product-29957?page=8,,29957,,,,,,,,,,,,,,,SURGICAL SUTURE PGA6 OACC-22 3/8,70.PSN387V,,,,83.05,,,,,,,,,
/shop/product/product-29956?page=8,,29956,,,,,,,,,,,,,,,SURGICAL SUTURE 5-0 A/C-22 REVERSE CUT 3/8,70.PSN388V,,,,83.05,,,,,,,,,
/shop/product/product-29954?page=8,,29954,,,,,,,,,,,,,,,SURGICAL PGA 3-0 A/C-6 REV.CUT PSN 393V,70.PSN393V,,,,83.05,,,,,,,,,
/shop/product/product-29952?page=8,,29952,,,,,,,,,,,,,,,SURGICAL SUTURE PGA 4-0 REVERSE CUT 3/8,70.PSN392V,,,,83.05,,,,,,,,,
/shop/product/product-29630?page=8,,29630,,,,,,,,,,,,,,,PONY COMFORT STANDARD OPEN SAND 1230,64.5207209SWSAN,,,,877.8,,,,,,,,,
/shop/product/product-29520?page=9,,29520,,,,,,,,,,,,,,,SERVIETTES PATIENTS 2PLIS LIME 500PCS.,33U.8293-S,,,,30.05,,,,,,,,,
/shop/product/product-29496?page=9,,29496,,,,,,,,,,,,,,,PORTE EMPR CODI NON PERF AVEC BORD U3,20.2807-U3,,,,11.1,,,,,,,,,
/shop/product/product-29488?page=9,,29488,,,,,,,,,,,,,,,FRAISE FG 856F-014/5,33F.856F-014/5,,,,41.2,,5,28.9,10,26.89,1,41.2,,
/shop/product/product-29486?page=9,,29486,,,,,,,,,,,,,,,FRAISE 847 016 ST*,87.FG117,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29484?page=9,,29484,,,,,,,,,,,,,,,FRAISE 801 020 SC,87.FG201CB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29482?page=9,,29482,,,,,,,,,,,,,,,FRAISE 876 ISO 009 COARSE,87.FG306SC,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29481?page=9,,29481,,,,,,,,,,,,,,,FRAISE 835 008 FG 211 S,87.FG211S,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29480?page=9,,29480,,,,,,,,,,,,,,,FRAISE 886Z 017 GOLDEN FG123GB,87.FG123GB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29478?page=9,,29478,,,,,,,,,,,,,,,FRAISE 863 019 SC,87.FG312NCB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29474?page=9,,29474,,,,,,,,,,,,,,,FRAISE 842 012 FG 501,87.FG501,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29472?page=9,,29472,,,,,,,,,,,,,,,FRAISE 835 ISO 13 SUPER COARSE 214CB,87.FG214CB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29471?page=9,,29471,,,,,,,,,,,,,,,FRAISE 860 015 SC,87.FG205CB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-5825?page=201,,5825,,,,,,,,,,,,,,,IPS EMP CAD CEREC/INLAB MULTI BL3 I12/5,107.607682,,,,145.75,,,,,,,,,
/shop/product/product-5824?page=201,,5824,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS- LT A3.5 A16L,107.644387,,,,369.85,,,,,,,,,
/shop/product/product-5823?page=201,,5823,,,,,,,,,,,,,,,IPS EMAX LT A1 A16 L/5,107.644383,,,,349.66,,,,,,,,,
/shop/product/product-5822?page=201,,5822,,,,,,,,,,,,,,,IPS EMAX CAD A16S A1,107.644367,,,,338.9,,,,,,,,,
/shop/product/product-5821?page=201,,5821,,,,,,,,,,,,,,,"IPS EMAX CAD CEREC/INLAB 5PCS- LT A3,5 C16",107.648191,,,,274.8,,,,,,,,,
/shop/product/product-5820?page=201,,5820,,,,,,,,,,,,,,,IPS EMAX CAD CER/INLAB LT C1,107.644376,,,,349.66,,,,,,,,,
/shop/product/product-5819?page=201,,5819,,,,,,,,,,,,,,,IPS EMAX CAD A14S MO 2,107.644359,,,,338.9,,,,,,,,,
/shop/product/product-5818?page=201,,5818,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 3PCS-HT A3 B40,107.634588,,,,366.95,229,,,,,,,,
/shop/product/product-5817?page=201,,5817,,,,,,,,,,,,,,,IPS EMAX CAD A14S MO 3,107.644360,,,,338.9,,,,,,,,,
/shop/product/product-5816?page=201,,5816,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT BL1 C14,107.626427,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5815?page=201,,5815,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT C4 C14,107.626419,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5814?page=201,,5814,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT A3.5 C14,107.626410,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-29470?page=10,,29470,,,,,,,,,,,,,,,FRAISE 811 L 037 ST,87.FG241,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29469?page=10,,29469,,,,,,,,,,,,,,,FRAISE 877 018 FG 467,87.FG467,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29452?page=10,,29452,,,,,,,,,,,,,,,FRAISE 379 023 FG 250GB,87.FG250GB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29446?page=10,,29446,,,,,,,,,,,,,,,FRAISE 955 010 ST,87.FGD9,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29430?page=10,,29430,,,,,,,,,,,,,,,FRAISE 836 008 FG 98,87.FG98,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29429?page=10,,29429,,,,,,,,,,,,,,,ORTHOSTRIP OS15  1PCE,87.LOS15,,,,65.7,,,,,,,,,
/shop/product/product-29417?page=10,,29417,,,,,,,,,,,,,,,FRAISE 863 014 XF,87.FG5505L,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29416?page=10,,29416,,,,,,,,,,,,,,,FRAISE 806 008 ST,87.FG316N,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29414?page=10,,29414,,,,,,,,,,,,,,,FRAISE 801 028 SC,87.FG400CB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29412?page=10,,29412,,,,,,,,,,,,,,,FRAISE 836 KR 014 ST,87.FG414,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29408?page=10,,29408,,,,,,,,,,,,,,,FRAISE 368 21 LONG FGL5255 EXTRA FIN,87.FGL5255,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29406?page=10,,29406,,,,,,,,,,,,,,,FRAISE 846 KR 018 ST*,87.FG513,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-5813?page=202,,5813,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT C2 I12,107.626401,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5812?page=202,,5812,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT A4 I12,107.626395,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5811?page=202,,5811,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-LT C1 C14,107.626386,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5810?page=202,,5810,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-LT B4 C14,107.626385,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5808?page=202,,5808,,,,,,,,,,,,,,,IPS EMAX CAD CEP/INLAB LT C2 A16,107.644394,,,,362.65,,,,,,,,,
/shop/product/product-5807?page=202,,5807,,,,,,,,,,,,,,,IPS EMAX CAD CER/INLAB LT A2 A16 (S)/5,107.644368,,,,349.66,,,,,,,,,
/shop/product/product-5806?page=202,,5806,,,,,,,,,,,,,,,IPS EMAX CAD CER/INLAB LT C2 A16 S/5,107.644377,,,,349.66,,,,,,,,,
/shop/product/product-5805?page=202,,5805,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 3PCS-HT A3.5 B40,107.634589,,,,366.95,229,,,,,,,,
/shop/product/product-5804?page=202,,5804,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT BL2 C14,107.626428,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5803?page=202,,5803,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT A4 C14,107.626411,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5802?page=202,,5802,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-HT B1 I12,107.626396,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-5801?page=202,,5801,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS-LT C4 C14,107.626388,,,,202.5,116.94,1,116.94,3,109.8,,,,
/shop/product/product-29403?page=11,,29403,,,,,,,,,,,,,,,INTENSIVE 314494524 FG 320SCB,87.FG320SCB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29398?page=11,,29398,,,,,,,,,,,,,,,FRAISE 837 010 F,87.FG4036,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29394?page=11,,29394,,,,,,,,,,,,,,,FRAISE 837 013 FG 314 SCB,87.FG314SCB,,,,63.16,,5,47.11,8,44.16,12,39.25,1,63.16
/shop/product/product-29361?page=11,,29361,,,,,,,,,,,,,,,PONY COMFORT STANDARD ANTRACITE 1197,64.5207209SMANT,,,,877.8,,,,,,,,,
/shop/product/product-29360?page=11,,29360,,,,,,,,,,,,,,,SANITIZER SURFACES S2 WIPES BOX MAX (200pcs),82.132059,,,,22.66,,,,,,,,,
/shop/product/product-29357?page=11,,29357,,,,,,,,,,,,,,,SANITIZER ASPIRATION 1% (1000ml),82.132020,,,,40.5,,,,,,,,,
/shop/product/product-29332?page=11,,29332,,,,,,,,,,,,,,,PONY COMFORT COURT OPEN FEUER 1454,64.5207209KWFEU,,,,877.8,,,,,,,,,
/shop/product/product-29318?page=11,,29318,,,,,,,,,,,,,,,ALESOIRS VERT CYLINDRO CONIQUE,71.ALE140,,,,91.45,,,,,,,,,
/shop/product/product-28961?page=11,,28961,,,,,,,,,,,,,,,INSERT SEPTATIP ED11D SATELEC TYPE AS3D,33M.ED11D,,,,112.3,,,,,,,,,
/shop/product/product-28960?page=11,,28960,,,,,,,,,,,,,,,FRAISE FG 807C-016/5,33F.807C-016/5,,,,41.2,,5,28.9,10,26.89,1,41.2,,
/shop/product/product-28959?page=11,,28959,,,,,,,,,,,,,,,FRAISE FG 835KRF-012/5,33F.835KRF-012/,,,,41.2,,5,28.9,10,26.89,1,41.2,,
/shop/product/product-28957?page=11,,28957,,,,,,,,,,,,,,,FRAISE FG 379M-023/5,33F.379M-023/5,,,,49.06,,5,36.9,10,29.89,1,49.06,,
/shop/product/product-5800?page=203,,5800,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB LT A1 C16/5,107.648188,,,,274.8,,,,,,,,,
/shop/product/product-5799?page=203,,5799,,,,,,,,,,,,,,,IPS EMAX CAD CEREC/INLAB 5PCS- LT B2 A16L,107.644390,,,,320.3,,,,,,,,,
